ID,ENTRYTYPE,title,author,year,journal,booktitle,volume,number,pages,doi,url,abstract,aggregating_evidence,cited_by,colrev.dblp.dblp_key,colrev_data_provenance,colrev_masterdata_provenance,colrev_origin,colrev_status,curation_id,fulltext,goal_rowe,language,literature_review,lr_type_pare_et_al,note,r_agenda,r_agenda_levels,r_gaps,synthesis,theory_building,topic
Trkman2012,article,Knowledge risks in organizational networks: An exploratory framework,"Trkman, Peter and Desouza, Kevin C.",2012,The Journal of Strategic Information Systems,,21,1,1--17,10.1016/J.JSIS.2011.11.001,,,False,113,,,,,,,,Explaining,en,,theoretical-review,,False,none,False,True,True,Knowledge Management
TronnierReckerHamm2020,inproceedings,Towards Central Bank Digital Currency - A Systematic Literature Review,"Tronnier, Frédéric and Recker, Michael and Hamm, Peter",2020,,Pacific Asia Conference on Information Systems,,,,,https://aisel.aisnet.org/pacis2020/131,,,,https://dblp.org/rec/conf/pacis/TronnierRH20,"{'url': {'source': 'md_curated.bib/000387', 'note': ''}, 'language': {'source': 'md_curated.bib/000387', 'note': ''}, 'curation_id': {'source': 'local_index_title_LIKE_literature_review.bib/000370', 'note': ''}, 'colrev.dblp.dblp_key': {'source': 'md_curated.bib/000387|rename-from:dblp_key', 'note': ''}}","{'CURATED': {'source': 'https://github.com/CoLRev-curations/pacific-asia-conference-on-information-systems', 'note': ''}}","['local_index_title_LIKE_literature_review.bib/000370', 'md_curated.bib/000387', 'md_dblp.bib/000388']",md_prepared,https://github.com/CoLRev-curations/pacific-asia-conference-on-information-systems#TronnierReckerHamm2020,,,eng,,,,,,,,,
TuYuan2014,inproceedings,Critical Success Factors Analysis on Effective Information Security Management - A Literature Review,"Tu, Zhiling and Yuan, Yufei",2014,,Americas Conference on Information Systems,,,,,https://aisel.aisnet.org/amcis2014/ISSecurity/GeneralPresentations/2,,,,https://dblp.org/rec/conf/amcis/TuY14,"{'url': {'source': 'md_curated.bib/000195', 'note': ''}, 'language': {'source': 'md_curated.bib/000195', 'note': ''}, 'curation_id': {'source': 'local_index_title_LIKE_literature_review.bib/000190', 'note': ''}, 'colrev.dblp.dblp_key': {'source': 'md_curated.bib/000195|rename-from:dblp_key', 'note': ''}}","{'CURATED': {'source': 'https://github.com/CoLRev-curations/americas-conference-on-information-systems', 'note': ''}}","['local_index_title_LIKE_literature_review.bib/000190', 'md_curated.bib/000195', 'md_dblp.bib/000195']",md_prepared,https://github.com/CoLRev-curations/americas-conference-on-information-systems#TuYuan2014,,,eng,,,,,,,,,
Turban2011,article,"Enterprise Social Networking: Opportunities, Adoption, and Risk Mitigation","Turban, Efraim and Bolloju, Narasimha and Liang, Ting-Peng",2011,Journal of Organizational Computing and Electronic Commerce,,21,3,202--220,10.1080/10919392.2011.590109,,,False,150,,,,,,,,Explaining,en,,theoretical-review,,False,none,False,True,True,Virtual Teams
Ullah2013,article,A Systematic Review of Business and Information Technology Alignment,"Ullah, Azmat and Lai, Richard",2013,ACM Transactions on Management Information Systems,,4,1,1--30,10.1145/2445560.2445564,,"Business organizations have become heavily dependent on information technology (IT) services. The process of alignment is defined as the mutual synchronization of business goals and IT services. However, achieving mature alignment between business and IT is difficult due to the rapid changes in the business and IT environments. This article provides a systematic review of studies on the alignment of business and IT. The research articles reviewed are based on topics of alignment, the definition of alignment, history, alignment challenges, phases of alignment, alignment measurement approaches, the importance of alignment in business industries, how software engineering helps in better alignment, and the role of the business environment in aligning business with IT. It aims to present a thorough understanding of business-IT alignment and to provide a list of future research directions regarding alignment. To perform the systematic review, we used the guidelines developed by Kitchenham for reviewing the available research papers relevant to our topic.",False,71,,,,,,,,Describing,en,,narrative-review,,False,partial,True,True,False,Other Domain
Ullrich2013a,article,Valuation of IT Investments Using Real Options Theory,"Ullrich, Christian",2013,Business & Information Systems Engineering,,5,5,331--341,10.1007/S12599-013-0286-0,,,False,30,,,,,,,http://link.springer.com/content/pdf/10.1007/s12599-013-0286-0.pdf,Understanding,en,,critical-review,,False,partial,False,True,False,Other Domain
Urbach2009,article,The State of Research on Information Systems Success,"Urbach, Nils and Smolnik, Stefan and Riempp, Gerold",2009,Business & Information Systems Engineering,,1,4,315--325,10.1007/S12599-009-0059-Y,,,False,97,,,,,,,http://link.springer.com/content/pdf/10.1007/s12599-009-0059-y.pdf,Describing,en,,descriptive-review,,False,none,False,True,False,Other Domain
Urbaczewski2002,article,Electronic Commerce Research: A Taxonomy and Synthesis,"Urbaczewski, Andrew and Jessup, Leonard M. and Wheeler, Bradley",2002,Journal of Organizational Computing and Electronic Commerce,,12,4,263--305,10.1207/S15327744JOCE1204_1,,,False,13,,,,,,,,Understanding,en,,scoping-review,,False,none,False,True,False,E-Commerce
Varshney2013,article,Mobile health: Four emerging themes of research,"Varshney, Upkar",2014,Decision Support Systems,,66,no issue,20--35,10.1016/J.DSS.2014.06.001,,,False,180,,,,,,,,Describing,en,,scoping-review,,True,comprehensive,True,True,True,Other Domain
Vavilis2014,article,A reference model for reputation systems,"Vavilis, Sokratis and Petković, Milan and Zannone, Nicola",2014,Decision Support Systems,,61,no issue,147--154,10.1016/J.DSS.2014.02.002,,,False,61,,,,,,,,Describing,en,,narrative-review,,False,none,False,True,True,Software Development
Veiga2001,article,Towards modelling the effects of national culture on IT implementation and acceptance,"Veiga, John F. and Floyd, Steven and Dechant, Kathleen",2001,Journal of Information Technology,,16,3,145--158,10.1080/02683960121858,,,False,10,,,,,,,,Explaining,,,theoretical-review,,False,partial,True,True,True,"Technology Acceptance, and Use"
VejseliRossmann2017,inproceedings,The Impact of IT Governance on Firm Performance A Literature Review,"Vejseli, Sulejman and Rossmann, Alexander",2017,,Pacific Asia Conference on Information Systems,,,,,https://aisel.aisnet.org/pacis2017/41,,,,https://dblp.org/rec/conf/pacis/VejseliR17,"{'url': {'source': 'md_curated.bib/000389', 'note': ''}, 'curation_id': {'source': 'local_index_title_LIKE_literature_review.bib/000371', 'note': ''}, 'language': {'source': 'LanguageDetector', 'note': ''}, 'colrev.dblp.dblp_key': {'source': 'md_curated.bib/000389|rename-from:dblp_key', 'note': ''}}","{'CURATED': {'source': 'https://github.com/CoLRev-curations/pacific-asia-conference-on-information-systems', 'note': ''}}","['local_index_title_LIKE_literature_review.bib/000371', 'md_curated.bib/000389', 'md_dblp.bib/000389']",md_prepared,https://github.com/CoLRev-curations/pacific-asia-conference-on-information-systems#VejseliRossmann2017,,,eng,,,,,,,,,
VeltriKrasnovaBaumannEtAl2014,inproceedings,Gender Differences in Online Gaming - A Literature Review,"Veltri, Natasha F. and Krasnova, Hanna and Baumann, Annika and Kalayamthanam, Neena",2014,,Americas Conference on Information Systems,,,,,https://aisel.aisnet.org/amcis2014/SocioTechnicalIssues/GeneralPresentations/5,,,,https://dblp.org/rec/conf/amcis/VeltriKBK14,"{'url': {'source': 'md_curated.bib/000199', 'note': ''}, 'language': {'source': 'md_curated.bib/000199', 'note': ''}, 'curation_id': {'source': 'local_index_title_LIKE_literature_review.bib/000191', 'note': ''}, 'colrev.dblp.dblp_key': {'source': 'md_curated.bib/000199|rename-from:dblp_key', 'note': ''}}","{'CURATED': {'source': 'https://github.com/CoLRev-curations/americas-conference-on-information-systems', 'note': ''}}","['local_index_title_LIKE_literature_review.bib/000191', 'md_curated.bib/000199', 'md_dblp.bib/000198']",md_prepared,https://github.com/CoLRev-curations/americas-conference-on-information-systems#VeltriKrasnovaBaumannEtAl2014,,,eng,,,,,,,,,
VogelGrotherr2020,inproceedings,Collaborating with the Crowd for Software Requirements Engineering - A Literature Review,"Vogel, Pascal and Grotherr, Christian",2020,,Americas Conference on Information Systems,,,,,https://aisel.aisnet.org/amcis2020/virtual_communities/virtual_communities/1,,,,https://dblp.org/rec/conf/amcis/VogelG20,"{'url': {'source': 'md_curated.bib/000202', 'note': ''}, 'language': {'source': 'md_curated.bib/000202', 'note': ''}, 'curation_id': {'source': 'local_index_title_LIKE_literature_review.bib/000192', 'note': ''}, 'colrev.dblp.dblp_key': {'source': 'md_curated.bib/000202|rename-from:dblp_key', 'note': ''}}","{'CURATED': {'source': 'https://github.com/CoLRev-curations/americas-conference-on-information-systems', 'note': ''}}","['local_index_title_LIKE_literature_review.bib/000192', 'md_curated.bib/000202', 'md_dblp.bib/000203']",md_prepared,https://github.com/CoLRev-curations/americas-conference-on-information-systems#VogelGrotherr2020,,,eng,,,,,,,,,
VonKrogh2012,article,How does social software change knowledge management? Toward a strategic research agenda,"von Krogh, Georg",2012,The Journal of Strategic Information Systems,,21,2,154--164,10.1016/J.JSIS.2012.04.003,,,False,279,,,,,,,,Describing,en,,narrative-review,,True,comprehensive,True,True,False,Knowledge Management
Wade2004,article,"Review: The Resource-Based View and Information Systems Research: Review, Extension, and Suggestions for Future Research",Wade and Hulland,2004,MIS Quarterly,,28,1,107,10.2307/25148626,,,False,1516,,,,,,,,Explaining,,,theoretical-review,,True,comprehensive,True,True,False,IS Value
Wagner2004a,article,Enterprise strategy management systems: current and next generation,"Wagner, Christian",2004,The Journal of Strategic Information Systems,,13,2,105--128,10.1016/J.JSIS.2004.02.005,,,False,23,,,,,,,,Describing,en,,narrative-review,,False,none,False,True,False,Software Development
WagnerHassaneinHead2007,inproceedings,Computer Interaction for Older Users - A Literature Review,"Wagner, Nicole L. and Hassanein, Khaled and Head, Milena M.",2007,,Americas Conference on Information Systems,,,,,https://aisel.aisnet.org/amcis2007/264,,,,https://dblp.org/rec/conf/amcis/WagnerHH07,"{'url': {'source': 'md_curated.bib/000207', 'note': ''}, 'curation_id': {'source': 'local_index_title_LIKE_literature_review.bib/000193', 'note': ''}, 'language': {'source': 'LanguageDetector', 'note': ''}, 'colrev.dblp.dblp_key': {'source': 'md_curated.bib/000207|rename-from:dblp_key', 'note': ''}}","{'CURATED': {'source': 'https://github.com/CoLRev-curations/americas-conference-on-information-systems', 'note': ''}}","['local_index_title_LIKE_literature_review.bib/000193', 'md_curated.bib/000207', 'md_dblp.bib/000207']",md_prepared,https://github.com/CoLRev-curations/americas-conference-on-information-systems#WagnerHassaneinHead2007,,,eng,,,,,,,,,
WagnerWesselsBuxmannEtAl2018,inproceedings,Putting a Price Tag on Personal Information - A Literature Review,"Wagner, Amina and Wessels, Nora and Buxmann, Peter and Krasnova, Hanna",2018,,Proceedings of the Annual Hawaii International Conference on System Sciences,,,,10.24251/HICSS.2018.474,http://hdl.handle.net/10125/50362,,,23,https://dblp.org/rec/conf/hicss/WagnerWBK18,"{'url': {'source': 'md_curated.bib/000322', 'note': ''}, 'language': {'source': 'md_curated.bib/000322', 'note': ''}, 'curation_id': {'source': 'local_index_title_LIKE_literature_review.bib/000320', 'note': ''}, 'colrev.dblp.dblp_key': {'source': 'md_curated.bib/000322|rename-from:dblp_key', 'note': ''}}","{'CURATED': {'source': 'https://github.com/CoLRev-curations/hawaii-international-conference-on-system-sciences', 'note': ''}}","['local_index_title_LIKE_literature_review.bib/000320', 'md_crossref.bib/000100', 'md_curated.bib/000322', 'md_dblp.bib/000320']",md_prepared,https://github.com/CoLRev-curations/hawaii-international-conference-on-system-sciences#WagnerWesselsBuxmannEtAl2018,,,eng,,,,,,,,,
WahleKowatsch2014,inproceedings,Towards the Design of Evidence-based Mental Health Information Systems - A Preliminary Literature Review,"Wahle, Fabian and Kowatsch, Tobias",2014,,International Conference on Information Systems,,,,,http://aisel.aisnet.org/icis2014/proceedings/ISHealthcare/17,,,,https://dblp.org/rec/conf/icis/WahleK14,"{'url': {'source': 'md_curated.bib/000068', 'note': ''}, 'language': {'source': 'md_curated.bib/000068', 'note': ''}, 'curation_id': {'source': 'local_index_title_LIKE_literature_review.bib/000025', 'note': ''}, 'colrev.dblp.dblp_key': {'source': 'md_curated.bib/000068|rename-from:dblp_key', 'note': ''}}","{'CURATED': {'source': 'https://github.com/CoLRev-curations/international-conference-on-information-systems', 'note': ''}}","['local_index_title_LIKE_literature_review.bib/000025', 'md_curated.bib/000068', 'md_dblp.bib/000068']",md_prepared,https://github.com/CoLRev-curations/international-conference-on-information-systems#WahleKowatsch2014,,,eng,,,,,,,,,
Walentowitz2012,inproceedings,Aligning Multiple Definitions of Alignment--A Literature Review,"Walentowitz, Katja",2012,,Hawaii International Conference on System Sciences,,,,10.1109/HICSS.2012.3,https://ieeexplore.ieee.org/document/6149496,,,0,https://dblp.org/rec/conf/hicss/Walentowitz12,"{'doi': {'source': 'md_curated.bib/000324', 'note': ''}, 'url': {'source': 'https://www.doi.org/10.1109/HICSS.2012.3', 'note': ''}, 'curation_id': {'source': 'local_index_title_LIKE_literature_review.bib/000321', 'note': ''}, 'language': {'source': 'LanguageDetector', 'note': ''}, 'colrev.dblp.dblp_key': {'source': 'md_curated.bib/000324|rename-from:dblp_key', 'note': ''}}","{'CURATED': {'source': 'https://github.com/CoLRev-curations/hawaii-international-conference-on-system-sciences', 'note': ''}}","['local_index_title_LIKE_literature_review.bib/000321', 'md_crossref.bib/000103', 'md_curated.bib/000324', 'md_dblp.bib/000324']",md_prepared,https://github.com/CoLRev-curations/hawaii-international-conference-on-system-sciences#Walentowitz2012,,,eng,,,,,,,,,
WalentowitzBeimbornSchroiffEtAl2011,inproceedings,The Social Network Structure of Alignment - A Literature Review,"Walentowitz, Katja and Beimborn, Daniel and Schroiff, Anna and Weitzel, Tim",2011,,Hawaii International Conference on System Sciences,,,,10.1109/HICSS.2011.434,https://ieeexplore.ieee.org/document/5718956,,,1,https://dblp.org/rec/conf/hicss/WalentowitzBSW11,"{'doi': {'source': 'md_curated.bib/000328', 'note': ''}, 'url': {'source': 'https://www.doi.org/10.1109/HICSS.2011.434', 'note': ''}, 'curation_id': {'source': 'local_index_title_LIKE_literature_review.bib/000322', 'note': ''}, 'language': {'source': 'LanguageDetector', 'note': ''}, 'colrev.dblp.dblp_key': {'source': 'md_curated.bib/000328|rename-from:dblp_key', 'note': ''}}","{'CURATED': {'source': 'https://github.com/CoLRev-curations/hawaii-international-conference-on-system-sciences', 'note': ''}}","['local_index_title_LIKE_literature_review.bib/000322', 'md_crossref.bib/000105', 'md_curated.bib/000328', 'md_dblp.bib/000329']",md_prepared,https://github.com/CoLRev-curations/hawaii-international-conference-on-system-sciences#WalentowitzBeimbornSchroiffEtAl2011,,,eng,,,,,,,,,
WaltherPlankEymannEtAl2012,inproceedings,Success Factors and Value Propositions of Software as a Service Providers - A Literature Review and Classification,"Walther, Sebastian and Plank, Andreas and Eymann, Torsten and Singh, Niraj and Phadke, Gaurang",2012,,Americas Conference on Information Systems,,,,,https://aisel.aisnet.org/amcis2012/proceedings/EnterpriseSystems/1,,,,https://dblp.org/rec/conf/amcis/WaltherPESP12,"{'url': {'source': 'md_curated.bib/000211', 'note': ''}, 'language': {'source': 'md_curated.bib/000211', 'note': ''}, 'curation_id': {'source': 'local_index_title_LIKE_literature_review.bib/000194', 'note': ''}, 'colrev.dblp.dblp_key': {'source': 'md_curated.bib/000211|rename-from:dblp_key', 'note': ''}}","{'CURATED': {'source': 'https://github.com/CoLRev-curations/americas-conference-on-information-systems', 'note': ''}}","['local_index_title_LIKE_literature_review.bib/000194', 'md_curated.bib/000211', 'md_dblp.bib/000209']",md_prepared,https://github.com/CoLRev-curations/americas-conference-on-information-systems#WaltherPlankEymannEtAl2012,,,eng,,,,,,,,,
Wan2007,article,The Role of Information Technology in Technology-Mediated Learning: A Review of the Past for the Future,"Wan, Zeyin and Fang, Yulin and Neufeld, Derrick J.",2007,Journal of Information Systems Education,,18,2,183--192,,,,False,,,,,,,,,Explaining,,,theoretical-review,,False,partial,True,True,True,Other Domain
Wang2007a,article,A Meta-Analysis Comparing the Sunk Cost Effect for IT and Non-IT Projects,"Wang, Jijie and Keil, Mark",2007,Information Resources Management Journal,,20,3,1--18,10.4018/IRMJ.2007070101,,"Escalation is a serious management problem, and sunk costs are believed to be a key factor in promoting escalation behavior. While many laboratory experiments have been conducted to examine the effect of sunk costs on escalation, there has been no effort to examine these studies as a group in order to determine the effect size associated with the so-called “sunk cost effect.” Using meta-analysis, we analyzed the results of 20 sunk cost experiments and found: (1) a large effect size associated with sunk costs, and (2) stronger effects in experiments involving information technology (IT) projects as opposed to non-IT projects. Implications of the results and future research directions are discussed.",True,9,,,,,,,,Testing,ng,,meta-analysis,,False,none,False,True,False,Other Domain
Wang2008,article,"A literature review of electronic marketplace research: Themes, theories and an integrative framework","Wang, Shan and Zheng, Shi and Xu, Lida and Li, Dezheng and Meng, Huan",2008,Information Systems Frontiers,,10,5,555--571,10.1007/S10796-008-9115-2,,,False,47,,,,,,,http://link.springer.com/content/pdf/10.1007/s10796-008-9115-2.pdf,Describing,en,,descriptive-review,,True,comprehensive,True,True,True,E-Commerce
Wang2013e,article,Digital Natives and Digital Immigrants,"Wang, Qian and Myers, Michael D. and Sundaram, David",2013,Business & Information Systems Engineering,,5,6,409--419,10.1007/S12599-013-0296-Y,,,False,139,,,,,,,http://link.springer.com/content/pdf/10.1007/s12599-013-0296-y.pdf,Explaining,en,,theoretical-review,,False,partial,True,True,True,"Technology Acceptance, and Use"
Wang2014h,article,The IT Compensation Challenge: Theorizing the Balance Among Multi-Level Internal and External Uncertainties,"Wang, Chingning and Kaarst-Brown, Michelle",2014,Journal of the Association for Information Systems,,15,3,111--146,10.17705/1JAIS.00355,,,False,9,,,,,,,,Explaining,,,theoretical-review,,False,partial,True,True,True,Other Domain
Wang2015a,inproceedings,Business Intelligence and Analytics Education - Hermeneutic Literature Review and Future Directions in IS Education,"Wang, Yichuan",2015,,Americas Conference on Information Systems,,,,,https://aisel.aisnet.org/amcis2015/ISEdu/GeneralPresentations/30,,,,https://dblp.org/rec/conf/amcis/Wang15a,"{'url': {'source': 'md_curated.bib/000213', 'note': ''}, 'language': {'source': 'md_curated.bib/000213', 'note': ''}, 'curation_id': {'source': 'local_index_title_LIKE_literature_review.bib/000195', 'note': ''}, 'colrev.dblp.dblp_key': {'source': 'md_curated.bib/000213|rename-from:dblp_key', 'note': ''}}","{'CURATED': {'source': 'https://github.com/CoLRev-curations/americas-conference-on-information-systems', 'note': ''}}","['local_index_title_LIKE_literature_review.bib/000195', 'md_curated.bib/000213', 'md_dblp.bib/000215']",md_prepared,https://github.com/CoLRev-curations/americas-conference-on-information-systems#Wang2015a,,,eng,,,,,,,,,
WangBaskerville2019,inproceedings,The Case for Two-Factor Authentication- Evidence from a Systematic Literature Review,"Wang, Pengcheng and Baskerville, Richard L.",2019,,Pacific Asia Conference on Information Systems,,,,,https://aisel.aisnet.org/pacis2019/179,,,,https://dblp.org/rec/conf/pacis/WangB19,"{'url': {'source': 'md_curated.bib/000390', 'note': ''}, 'language': {'source': 'md_curated.bib/000390', 'note': ''}, 'curation_id': {'source': 'local_index_title_LIKE_literature_review.bib/000372', 'note': ''}, 'colrev.dblp.dblp_key': {'source': 'md_curated.bib/000390|rename-from:dblp_key', 'note': ''}}","{'CURATED': {'source': 'https://github.com/CoLRev-curations/pacific-asia-conference-on-information-systems', 'note': ''}}","['local_index_title_LIKE_literature_review.bib/000372', 'md_curated.bib/000390', 'md_dblp.bib/000390']",md_prepared,https://github.com/CoLRev-curations/pacific-asia-conference-on-information-systems#WangBaskerville2019,,,eng,,,,,,,,,
WangLiZhaoEtAl2020,article,Using Mobile Phone Data for Emergency Management: a Systematic Literature Review,"Wang, Yanxin and Li, Jian and Zhao, Xi and Feng, Gengzhong and Luo, Xin",2020,Information Systems Frontiers,,22,6,1539--1559,10.1007/S10796-020-10057-W,https://link.springer.com/article/10.1007/s10796-020-10057-w,,,34,https://dblp.org/rec/journals/isf/WangLZFL20,"{'doi': {'source': 'md_curated.bib/000382', 'note': ''}, 'language': {'source': 'md_curated.bib/000382', 'note': ''}, 'url': {'source': 'md_curated.bib/000382', 'note': ''}, 'curation_id': {'source': 'local_index_title_LIKE_literature_review.bib/000390', 'note': ''}, 'colrev.dblp.dblp_key': {'source': 'md_curated.bib/000382|rename-from:dblp_key', 'note': ''}}","{'CURATED': {'source': 'TODO', 'note': ''}}","['local_index_title_LIKE_literature_review.bib/000390', 'md_crossref.bib/000124', 'md_curated.bib/000382', 'md_dblp.bib/000381']",md_prepared,TODO#WangLiZhaoEtAl2020,,,eng,,,,,,,,,
WangZhengXuEtAl2008,article,"A literature review of electronic marketplace research: Themes, theories and an integrative framework","Wang, Shan and Zheng, Shi and Xu, Lida and Li, Dezheng and Meng, Huan",2008,Information Systems Frontiers,,10,5,555--571,10.1007/S10796-008-9115-2,https://link.springer.com/article/10.1007/s10796-008-9115-2,,,47,https://dblp.org/rec/journals/isf/WangZXLM08,"{'doi': {'source': 'md_curated.bib/000386', 'note': ''}, 'language': {'source': 'md_curated.bib/000386', 'note': ''}, 'url': {'source': 'md_curated.bib/000386', 'note': ''}, 'curation_id': {'source': 'local_index_title_LIKE_literature_review.bib/000392', 'note': ''}, 'colrev.dblp.dblp_key': {'source': 'md_curated.bib/000386|rename-from:dblp_key', 'note': ''}}","{'CURATED': {'source': 'TODO', 'note': ''}}","['local_index_title_LIKE_literature_review.bib/000392', 'md_crossref.bib/000126', 'md_curated.bib/000386', 'md_dblp.bib/000386']",md_prepared,TODO#WangZhengXuEtAl2008,,,eng,,,,,,,,,
WarmelinkKoivistoMayerEtAl2018,inproceedings,Gamification of the work floor: A literature review of gamifying production and logistics operations,"Warmelink, Harald and Koivisto, Jonna and Mayer, Igor and Vesa, Mikko and Hamari, Juho",2018,,Proceedings of the Annual Hawaii International Conference on System Sciences,,,,10.24251/HICSS.2018.139,http://aisel.aisnet.org/hicss-51/da/gamification/2,,,28,https://dblp.org/rec/conf/hicss/WarmelinkKMVH18,"{'url': {'source': 'md_curated.bib/000333', 'note': ''}, 'language': {'source': 'md_curated.bib/000333', 'note': ''}, 'curation_id': {'source': 'local_index_title_LIKE_literature_review.bib/000323', 'note': ''}, 'colrev.dblp.dblp_key': {'source': 'md_curated.bib/000333|rename-from:dblp_key', 'note': ''}}","{'CURATED': {'source': 'https://github.com/CoLRev-curations/hawaii-international-conference-on-system-sciences', 'note': ''}}","['local_index_title_LIKE_literature_review.bib/000323', 'md_curated.bib/000333', 'md_dblp.bib/000333']",md_prepared,https://github.com/CoLRev-curations/hawaii-international-conference-on-system-sciences#WarmelinkKoivistoMayerEtAl2018,,,eng,,,,,,,,,
Weber2011,article,What drives global ICT adoption? Analysis and research directions,"Weber, David M. and Kauffman, Robert J.",2011,Electronic Commerce Research and Applications,,10,6,683--701,10.1016/J.ELERAP.2011.01.001,,,False,80,,,,,,,,Understanding,en,,scoping-review,,True,comprehensive,True,True,False,"Technology Acceptance, and Use"
WeberHackervomBrocke2021,inproceedings,Resilience in Information Systems Research - A Literature Review from a Socio-Technical and Temporal Perspective,"Weber, Manuel and Hacker, Janine and vom Brocke, Jan",2021,,International Conference on Information Systems,,,,,https://aisel.aisnet.org/icis2021/is_resilience/is_resilience/3,,,,https://dblp.org/rec/conf/icis/WeberHB21,"{'language': {'source': 'md_curated.bib/000025', 'note': ''}, 'url': {'source': 'md_curated.bib/000025', 'note': ''}, 'curation_id': {'source': 'local_index_title_LIKE_literature_review.bib/000009', 'note': ''}, 'colrev.dblp.dblp_key': {'source': 'md_curated.bib/000025|rename-from:dblp_key', 'note': ''}}","{'CURATED': {'source': 'https://github.com/CoLRev-curations/international-conference-on-information-systems', 'note': ''}}","['local_index_title_LIKE_literature_review.bib/000009', 'md_curated.bib/000025', 'md_dblp.bib/000023']",md_prepared,https://github.com/CoLRev-curations/international-conference-on-information-systems#WeberHackervomBrocke2021,,,eng,,,,,,,,,
Weigel2014,article,Diffusion of Innovations and the Theory of Planned Behavior in Information Systems Research: A Metaanalysis,"Weigel, Fred K. and Hazen, Benjamin T. and Cegielski, Casey G. and Hall, Dianne J.",2014,Communications of the Association for Information Systems,,34,1,619--636,10.17705/1CAIS.03431,,,True,31,,,,,,,,Testing,en,,meta-analysis,,False,none,False,True,False,Other Domain
WeingarthRichterRosenkranz2018,inproceedings,"Information Technology-Enabled Enterprise Agility and Environmental Turbulence "" A Configurational Literature Review","Weingarth, Janina and Richter, Janek and Rosenkranz, Christoph",2018,,International Conference on Information Systems,,,,,https://aisel.aisnet.org/icis2018/governance/Presentations/9,,,,https://dblp.org/rec/conf/icis/WeingarthRR18,"{'url': {'source': 'md_curated.bib/000010', 'note': ''}, 'language': {'source': 'md_curated.bib/000010', 'note': ''}, 'curation_id': {'source': 'local_index_title_LIKE_literature_review.bib/000004', 'note': ''}, 'colrev.dblp.dblp_key': {'source': 'md_curated.bib/000010|rename-from:dblp_key', 'note': ''}}","{'CURATED': {'source': 'https://github.com/CoLRev-curations/international-conference-on-information-systems', 'note': ''}}","['local_index_title_LIKE_literature_review.bib/000004', 'md_curated.bib/000010', 'md_dblp.bib/000008']",md_prepared,https://github.com/CoLRev-curations/international-conference-on-information-systems#WeingarthRichterRosenkranz2018,,,eng,,,,,,,,,
WeishauplYasasinSchryen2015,inproceedings,A Multi-Theoretical Literature Review on Information Security Investments using the Resource-Based View and the Organizational Learning Theory,"Weishäupl, Eva and Yasasin, Emrah and Schryen, Guido",2015,,International Conference on Information Systems,,,,,http://aisel.aisnet.org/icis2015/proceedings/SecurityIS/16,,,,https://dblp.org/rec/conf/icis/WeishauplYS15,"{'url': {'source': 'md_curated.bib/000001', 'note': ''}, 'language': {'source': 'md_curated.bib/000001', 'note': ''}, 'curation_id': {'source': 'local_index_title_LIKE_literature_review.bib/000026', 'note': ''}, 'colrev.dblp.dblp_key': {'source': 'md_curated.bib/000001|rename-from:dblp_key', 'note': ''}}","{'CURATED': {'source': 'https://github.com/CoLRev-curations/international-conference-on-information-systems', 'note': ''}}","['local_index_title_LIKE_literature_review.bib/000026', 'md_curated.bib/000001', 'md_dblp.bib/000001']",md_prepared,https://github.com/CoLRev-curations/international-conference-on-information-systems#WeishauplYasasinSchryen2015,,,eng,,,,,,,,,
WeishauplYasasinSchryen2015a,inproceedings,IT Security Investments Through the Lens of the Resource-Based View - A new Theoretical Model and Literature Review,"Weishäupl, Eva and Yasasin, Emrah and Schryen, Guido",2015,,European Conference on Information Systems,,,,,http://aisel.aisnet.org/ecis2015_cr/198,,,,https://dblp.org/rec/conf/ecis/WeishauplYS15,"{'url': {'source': 'md_curated.bib/000117', 'note': ''}, 'curation_id': {'source': 'local_index_title_LIKE_literature_review.bib/000099', 'note': ''}, 'language': {'source': 'LanguageDetector', 'note': ''}, 'colrev.dblp.dblp_key': {'source': 'md_curated.bib/000117|rename-from:dblp_key', 'note': ''}}","{'CURATED': {'source': 'https://github.com/CoLRev-curations/european-conference-on-information-systems', 'note': ''}}","['local_index_title_LIKE_literature_review.bib/000099', 'md_curated.bib/000117', 'md_dblp.bib/000118']",md_prepared,https://github.com/CoLRev-curations/european-conference-on-information-systems#WeishauplYasasinSchryen2015,,,eng,,,,,,,,,
